review,sentiment
"""flight was changed 3 times""",Negative
"""absolutely the worst experience""",Negative
"""no positives with US Airways""",Negative
"""will fly Delta next time""",Negative
"""international flight was slightly better""",Positive
"""Take your money elsewhere""",Negative
"""my worst experience ever """,Negative
"""lot of lost bags for no reason""",Negative
"""my vacation has been ruined""",Negative
"""a long time before we book US Airways again""",Negative
"""window seats on exit row should be removed""",Negative
"""flights were spacious, and service okay""",Positive
"""nice meal service, friendly staff""",Positive
""" treated in such an obnoxious way""",Negative
US Airways customer review,Negative
US Airways customer review,Negative
US Airways customer review,Negative
US Airways customer review,Negative
US Airways customer review,Negative
US Airways customer review,Negative
US Airways customer review,Negative
US Airways customer review,Negative
US Airways customer review,Negative
US Airways customer review,Negative
US Airways customer review,Negative
US Airways customer review,Negative
US Airways customer review,Negative
US Airways customer review,Negative
US Airways customer review,Negative
US Airways customer review,Negative
US Airways customer review,Negative
US Airways customer review,Negative
US Airways customer review,Negative
US Airways customer review,Negative
US Airways customer review,Negative
US Airways customer review,Negative
US Airways customer review,Negative
US Airways customer review,Negative
US Airways customer review,Negative
US Airways customer review,Negative
US Airways customer review,Positive
US Airways customer review,Negative
US Airways customer review,Positive
US Airways customer review,Negative
US Airways customer review,Negative
US Airways customer review,Negative
US Airways customer review,Negative
US Airways customer review,Negative
US Airways customer review,Negative
US Airways customer review,Negative
US Airways customer review,Negative
US Airways customer review,Negative
US Airways customer review,Positive
US Airways customer review,Positive
US Airways customer review,Negative
US Airways customer review,Positive
US Airways customer review,Negative
US Airways customer review,Negative
US Airways customer review,Negative
US Airways customer review,Negative
US Airways customer review,Negative
US Airways customer review,Negative
US Airways customer review,Positive
US Airways customer review,Negative
US Airways customer review,Negative
US Airways customer review,Negative
US Airways customer review,Positive
US Airways customer review,Negative
US Airways customer review,Negative
US Airways customer review,Positive
US Airways customer review,Negative
US Airways customer review,Negative
US Airways customer review,Negative
US Airways customer review,Negative
"""Price was a bit high""",Positive
"""Staff were good""",Positive
"""my experience was satisfactory""",Positive
"""very rude, very unprofessional""",Negative
"""unprofessionalism is really disgraceful""",Negative
"""friendly and smiley flight attendants""",Negative
"""no record of the flight""",Negative
"""cabin staff act like statues""",Negative
"""overall disappointing experience""",Negative
Utair Aviation customer review,Positive
Utair Aviation customer review,Positive
Utair Aviation customer review,Positive
Utair Aviation customer review,Positive
Utair Aviation customer review,Positive
Utair Aviation customer review,Positive
Utair Aviation customer review,Positive
"""Extremely rude cabin supervisor""",Negative
"""Exceeded my expectations""",Positive
"""Absolutely brilliant service""",Negative
"""a wonderful journey""",Positive
"""did not generate any reservation number""",Negative
"""Avoid using this horrible airline""",Negative
"""Safety was not a priority for cabin crew on this flight""",Negative
"""it proved to be a fine experience""",Positive
"""pleasantly surprised""",Positive
"""not been worth the flight""",Negative
"""Disorganised boarding""",Positive
"""Antiquated, surly govt owned airline""",Negative
"""Worst airline ever""",Negative
"""Crew very attentive""",Positive
"""exceeded my expectations""",Positive
"""crew were not friendly""",Negative
"""experience was terrible""",Negative
"""a horrible experience""",Negative
"""cabin clean and bright""",Positive
"""crew were pleasant""",Positive
"""recommend Uzbekistan Airways""",Positive
"""a rude attitude towards us""",Negative
"""don't expect much""",Positive
"""26 hours in airport""",Negative
"""a bit too rough and ready""",Positive
"""rude customer service""",Negative
"""their rude flight attendants""",Negative
"""cheap seat with extra legroom""",Positive
"""very attentive and pleasant staff""",Positive
"""behavior of stewardess amazed me""",Negative
"""uncomfortable sleepless night flight""",Negative
"""IFE was the flying map""",Positive
"""this is a terrible airline""",Negative
"""seat cramped, cabin crew unfriendly""",Negative
Uzbekistan Airways customer review,Negative
Uzbekistan Airways customer review,Positive
Uzbekistan Airways customer review,Negative
Uzbekistan Airways customer review,Positive
Uzbekistan Airways customer review,Positive
Uzbekistan Airways customer review,Positive
Uzbekistan Airways customer review,Negative
Uzbekistan Airways customer review,Positive
Uzbekistan Airways customer review,Positive
Uzbekistan Airways customer review,Negative
Uzbekistan Airways customer review,Positive
Uzbekistan Airways customer review,Negative
Uzbekistan Airways customer review,Negative
Uzbekistan Airways customer review,Negative
Uzbekistan Airways customer review,Negative
Uzbekistan Airways customer review,Positive
Uzbekistan Airways customer review,Positive
Uzbekistan Airways customer review,Positive
Uzbekistan Airways customer review,Negative
Uzbekistan Airways customer review,Positive
Uzbekistan Airways customer review,Positive
Uzbekistan Airways customer review,Positive
Uzbekistan Airways customer review,Positive
Uzbekistan Airways customer review,Negative
Uzbekistan Airways customer review,Positive
Uzbekistan Airways customer review,Positive
Uzbekistan Airways customer review,Negative
Uzbekistan Airways customer review,Negative
Uzbekistan Airways customer review,Negative
Uzbekistan Airways customer review,Negative
Uzbekistan Airways customer review,Negative
Uzbekistan Airways customer review,Negative
Uzbekistan Airways customer review,Negative
Uzbekistan Airways customer review,Negative
Uzbekistan Airways customer review,Negative
Uzbekistan Airways customer review,Negative
Uzbekistan Airways customer review,Negative
"""spotless, efficient, thoughtful""",Negative
"""left with no money and no ticket""",Negative
"""delays and more delay""",Negative
"""not be flying V Air again""",Negative
"""FAs efficient and cheerful""",Positive
V Air customer review,Positive
V Air customer review,Negative
"""ignore my child crying""",Negative
"""Vanilla Air is the worst""",Negative
"""choose Vanilla Air again""",Negative
"""the worst airline in Japan""",Negative
"""misinformation and misleading""",Negative
"""we arrived 3 minutes late""",Negative
"""seat pitch is completely ridiculous""",Negative
"""recommend this airline for short trips""",Positive
"""staff were friendly and welcoming""",Positive
"""cabin crew was nice""",Positive
"""last time I fly with them""",Negative
